localfile	source_repo	source_path	url
microsoft_azurelinux__specs_n_nftables_main.nft.nft	microsoft/azurelinux	specs/n/nftables/main.nft	https://github.com/microsoft/azurelinux/blob/HEAD/specs/n/nftables/main.nft
firezone_firezone__scripts_router_router.nft.nft	firezone/firezone	scripts/router/router.nft	https://github.com/firezone/firezone/blob/HEAD/scripts/router/router.nft
vmware_photon__SPECS_nftables_nft_ruleset_photon.nft.nft	vmware/photon	SPECS/nftables/nft_ruleset_photon.nft	https://github.com/vmware/photon/blob/HEAD/SPECS/nftables/nft_ruleset_photon.nft
universal-ctags_ctags__Units_parser-nftables.r_nftables-quota.d_input.nft.nft	universal-ctags/ctags	Units/parser-nftables.r/nftables-quota.d/input.nft	https://github.com/universal-ctags/ctags/blob/HEAD/Units/parser-nftables.r/nftables-quota.d/input.nft
DShield-ISC_dshield__etc_network_ruleset-init.nft.nft	DShield-ISC/dshield	etc/network/ruleset-init.nft	https://github.com/DShield-ISC/dshield/blob/HEAD/etc/network/ruleset-init.nft
mlan_docker-asterisk__src_autoban_nft_autoban.nft.nft	mlan/docker-asterisk	src/autoban/nft/autoban.nft	https://github.com/mlan/docker-asterisk/blob/HEAD/src/autoban/nft/autoban.nft
pcollinson_nftfw__etc_nftfw_nftfw_init.nft.nft	pcollinson/nftfw	etc_nftfw/nftfw_init.nft	https://github.com/pcollinson/nftfw/blob/HEAD/etc_nftfw/nftfw_init.nft
greenpau_cni-plugins__assets_nftables_base_config.nft.nft	greenpau/cni-plugins	assets/nftables/base_config.nft	https://github.com/greenpau/cni-plugins/blob/HEAD/assets/nftables/base_config.nft
QubesOS_qubes-core-agent-linux__network_qubes-ipv4.nft.nft	QubesOS/qubes-core-agent-linux	network/qubes-ipv4.nft	https://github.com/QubesOS/qubes-core-agent-linux/blob/HEAD/network/qubes-ipv4.nft
chpc-tech-eval_scc__tutorial2_resources_hn.nft.nft	chpc-tech-eval/scc	tutorial2/resources/hn.nft	https://github.com/chpc-tech-eval/scc/blob/HEAD/tutorial2/resources/hn.nft
libreswan_libreswan__testing_guestbin_nftable-westneteastnet-ipsec-only.nft.nft	libreswan/libreswan	testing/guestbin/nftable-westneteastnet-ipsec-only.nft	https://github.com/libreswan/libreswan/blob/HEAD/testing/guestbin/nftable-westneteastnet-ipsec-only.nft
sej7278_virt-installs__host_config_ruleset.nft.nft	sej7278/virt-installs	host_config/ruleset.nft	https://github.com/sej7278/virt-installs/blob/HEAD/host_config/ruleset.nft
UMCST_linux-lab-docker__firewall.nft.nft	UMCST/linux-lab-docker	firewall.nft	https://github.com/UMCST/linux-lab-docker/blob/HEAD/firewall.nft
gene-git_wg_tool__scripts_postup.nft.nft	gene-git/wg_tool	scripts/postup.nft	https://github.com/gene-git/wg_tool/blob/HEAD/scripts/postup.nft
kennyballou_dotfiles__systems_bard_nftables-rules.nft.nft	kennyballou/dotfiles	systems/bard/nftables-rules.nft	https://github.com/kennyballou/dotfiles/blob/HEAD/systems/bard/nftables-rules.nft
ubune_openwrt-livebox__22-03_etc_-_wan_name_interface__eth0_nftables.d_10-custom-filter-chains.nft.nft	ubune/openwrt-livebox	22-03/etc - wan name interface = eth0/nftables.d/10-custom-filter-chains.nft	https://github.com/ubune/openwrt-livebox/blob/HEAD/22-03/etc - wan name interface = eth0/nftables.d/10-custom-filter-chains.nft
KDE_syntax-highlighting__autotests_input_highlight.nft.nft	KDE/syntax-highlighting	autotests/input/highlight.nft	https://github.com/KDE/syntax-highlighting/blob/HEAD/autotests/input/highlight.nft
chutz_mullvad-netns__rules.nft.nft	chutz/mullvad-netns	rules.nft	https://github.com/chutz/mullvad-netns/blob/HEAD/rules.nft
greg-hellings_nixos-config__hosts_unstable_genesis_nftables.nft.nft	greg-hellings/nixos-config	hosts/unstable/genesis/nftables.nft	https://github.com/greg-hellings/nixos-config/blob/HEAD/hosts/unstable/genesis/nftables.nft
VTimofeenko_wg-namespace-flake__modules_namespace_default_fw.nft.nft	VTimofeenko/wg-namespace-flake	modules/namespace_default_fw.nft	https://github.com/VTimofeenko/wg-namespace-flake/blob/HEAD/modules/namespace_default_fw.nft
lukehatcherRP_nftables__files_nftables_ipv6-filter.nft.nft	lukehatcherRP/nftables	files/nftables/ipv6-filter.nft	https://github.com/lukehatcherRP/nftables/blob/HEAD/files/nftables/ipv6-filter.nft
Thomas-Walker-Lynch_SubU__developer_DNS_10-block-IPv6.nft.nft	Thomas-Walker-Lynch/SubU	developer/DNS/10-block-IPv6.nft	https://github.com/Thomas-Walker-Lynch/SubU/blob/HEAD/developer/DNS/10-block-IPv6.nft
yinbaiyuan_houzzkit-f1-opensource__houzzkit-f1-rootfs-u2404_ubuntu-rootfs_usr_share_doc_nftables_examples_secmark.nft.nft	yinbaiyuan/houzzkit-f1-opensource	houzzkit-f1-rootfs-u2404/ubuntu-rootfs/usr/share/doc/nftables/examples/secmark.nft	https://github.com/yinbaiyuan/houzzkit-f1-opensource/blob/HEAD/houzzkit-f1-rootfs-u2404/ubuntu-rootfs/usr/share/doc/nftables/examples/secmark.nft
jahknem_rsf_2__firewallB_firewallB.nft.nft	jahknem/rsf_2	firewallB/firewallB.nft	https://github.com/jahknem/rsf_2/blob/HEAD/firewallB/firewallB.nft
sophos_spl-netfilter-public__nftables_files_nftables_ipv4-nat.nft.nft	sophos/spl-netfilter-public	nftables/files/nftables/ipv4-nat.nft	https://github.com/sophos/spl-netfilter-public/blob/HEAD/nftables/files/nftables/ipv4-nat.nft
jeverley_dscpclassify__etc_dscpclassify.d_main.nft.nft	jeverley/dscpclassify	etc/dscpclassify.d/main.nft	https://github.com/jeverley/dscpclassify/blob/HEAD/etc/dscpclassify.d/main.nft
BayKeremm_linfo2347-network-attacks__filters_normal_op_http.nft.nft	BayKeremm/linfo2347-network-attacks	filters/normal_op/http.nft	https://github.com/BayKeremm/linfo2347-network-attacks/blob/HEAD/filters/normal_op/http.nft
Safronus_ctyrlistkoteka__deploy_nftables-permaban.nft.nft	Safronus/ctyrlistkoteka	deploy/nftables-permaban.nft	https://github.com/Safronus/ctyrlistkoteka/blob/HEAD/deploy/nftables-permaban.nft
Nypps_SA-Linux__LW3_task5.nft.nft	Nypps/SA-Linux	LW3/task5.nft	https://github.com/Nypps/SA-Linux/blob/HEAD/LW3/task5.nft
freepalestine-epitaph_OliveLinux__config_package-lists_cache_bootstrap_usr_share_doc_nftables_examples_ipv4-nat.nft.nft	freepalestine-epitaph/OliveLinux	config/package-lists/cache/bootstrap/usr/share/doc/nftables/examples/ipv4-nat.nft	https://github.com/freepalestine-epitaph/OliveLinux/blob/HEAD/config/package-lists/cache/bootstrap/usr/share/doc/nftables/examples/ipv4-nat.nft
MargoPas_Linux_labs__lab_3_nftables_9_abc_set_chain.nft.nft	MargoPas/Linux_labs	lab_3_nftables/9_abc_set_chain.nft	https://github.com/MargoPas/Linux_labs/blob/HEAD/lab_3_nftables/9_abc_set_chain.nft
MargoPas_Linux_labs__lab_3_nftables_3_filter_input_80.nft.nft	MargoPas/Linux_labs	lab_3_nftables/3_filter_input_80.nft	https://github.com/MargoPas/Linux_labs/blob/HEAD/lab_3_nftables/3_filter_input_80.nft
yyjeqhc_nft_fullcone__nft-1.1.1_files_nftables_ipv6-nat.nft.nft	yyjeqhc/nft_fullcone	nft-1.1.1/files/nftables/ipv6-nat.nft	https://github.com/yyjeqhc/nft_fullcone/blob/HEAD/nft-1.1.1/files/nftables/ipv6-nat.nft
kofuk_t__hotspot-drop-lan.nft.nft	kofuk/t	hotspot-drop-lan.nft	https://github.com/kofuk/t/blob/HEAD/hotspot-drop-lan.nft
yyjeqhc_nft_fullcone__nft-1.1.1_files_nftables_inet-filter.nft.nft	yyjeqhc/nft_fullcone	nft-1.1.1/files/nftables/inet-filter.nft	https://github.com/yyjeqhc/nft_fullcone/blob/HEAD/nft-1.1.1/files/nftables/inet-filter.nft
pablombg_nftables__files_examples_inet-filter.nft.nft	pablombg/nftables	files/examples/inet-filter.nft	https://github.com/pablombg/nftables/blob/HEAD/files/examples/inet-filter.nft
ffmancera_nftables-mirror__files_nftables_ipv6-filter.nft.nft	ffmancera/nftables-mirror	files/nftables/ipv6-filter.nft	https://github.com/ffmancera/nftables-mirror/blob/HEAD/files/nftables/ipv6-filter.nft
Leviticus-Triage_llm-honeypot-intelligence__rules_archive_20260325_1358_firewall_blocklist_nftables.nft.nft	Leviticus-Triage/llm-honeypot-intelligence	rules/archive/20260325_1358/firewall/blocklist_nftables.nft	https://github.com/Leviticus-Triage/llm-honeypot-intelligence/blob/HEAD/rules/archive/20260325_1358/firewall/blocklist_nftables.nft
fadhil-riyanto_nftables-config___personal_allow_tcp.nft.nft	fadhil-riyanto/nftables-config	_personal_allow_tcp.nft	https://github.com/fadhil-riyanto/nftables-config/blob/HEAD/_personal_allow_tcp.nft
un1x80_firewallo__etc_init.d_firewallo.nft.nft	un1x80/firewallo	etc/init.d/firewallo.nft	https://github.com/un1x80/firewallo/blob/HEAD/etc/init.d/firewallo.nft
microsoft_azurelinux__specs_n_nftables_router.nft.nft	microsoft/azurelinux	specs/n/nftables/router.nft	https://github.com/microsoft/azurelinux/blob/HEAD/specs/n/nftables/router.nft
Start9Labs_start-technologies__shared-libs_crates_start-core_src_net_startos-base.nft.nft	Start9Labs/start-technologies	shared-libs/crates/start-core/src/net/startos-base.nft	https://github.com/Start9Labs/start-technologies/blob/HEAD/shared-libs/crates/start-core/src/net/startos-base.nft
wikimedia_operations-puppet__modules_profile_files_ganeti_ganeti-forward.nft.nft	wikimedia/operations-puppet	modules/profile/files/ganeti/ganeti-forward.nft	https://github.com/wikimedia/operations-puppet/blob/HEAD/modules/profile/files/ganeti/ganeti-forward.nft
C24Be_AS_Network_List__blacklists_nftables_blacklist-vk.nft.nft	C24Be/AS_Network_List	blacklists_nftables/blacklist-vk.nft	https://github.com/C24Be/AS_Network_List/blob/HEAD/blacklists_nftables/blacklist-vk.nft
dlakelan_routerperf__dscptag.nft.nft	dlakelan/routerperf	dscptag.nft	https://github.com/dlakelan/routerperf/blob/HEAD/dscptag.nft
embetrix_meta-raspberrypi-secure__recipes-filter_nftables_files_firewall.nft.nft	embetrix/meta-raspberrypi-secure	recipes-filter/nftables/files/firewall.nft	https://github.com/embetrix/meta-raspberrypi-secure/blob/HEAD/recipes-filter/nftables/files/firewall.nft
sunghyun1000_linux-study-container__config_abuse-block.nft.nft	sunghyun1000/linux-study-container	config/abuse-block.nft	https://github.com/sunghyun1000/linux-study-container/blob/HEAD/config/abuse-block.nft
ncy9371_debootstrap-iso__main_nftables_nftables.nft.nft	ncy9371/debootstrap-iso	main/nftables/nftables.nft	https://github.com/ncy9371/debootstrap-iso/blob/HEAD/main/nftables/nftables.nft
kishore-1812_MiniNet-Exploitation__utilities_r1-firewall.nft.nft	kishore-1812/MiniNet-Exploitation	utilities/r1-firewall.nft	https://github.com/kishore-1812/MiniNet-Exploitation/blob/HEAD/utilities/r1-firewall.nft
pablintino_pbtn.common__roles_firewall_setup_molecule_default_files_golden-file.nft.nft	pablintino/pbtn.common	roles/firewall_setup/molecule/default/files/golden-file.nft	https://github.com/pablintino/pbtn.common/blob/HEAD/roles/firewall_setup/molecule/default/files/golden-file.nft
orkanbirikiuc_priket__examples_nft-safe-ssh.nft.nft	orkanbirikiuc/priket	examples/nft-safe-ssh.nft	https://github.com/orkanbirikiuc/priket/blob/HEAD/examples/nft-safe-ssh.nft
krisbalintona_guix-config__files_nftables_sublation.nft.nft	krisbalintona/guix-config	files/nftables/sublation.nft	https://github.com/krisbalintona/guix-config/blob/HEAD/files/nftables/sublation.nft
ancoleman_ai-design-components__skills_configuring-firewalls_examples_nftables_web-server.nft.nft	ancoleman/ai-design-components	skills/configuring-firewalls/examples/nftables/web-server.nft	https://github.com/ancoleman/ai-design-components/blob/HEAD/skills/configuring-firewalls/examples/nftables/web-server.nft
crypto0010_VITOS__vitos-v1_packages_vitos-ghost_etc_nftables.d_vitos-ghost.nft.nft	crypto0010/VITOS	vitos-v1/packages/vitos-ghost/etc/nftables.d/vitos-ghost.nft	https://github.com/crypto0010/VITOS/blob/HEAD/vitos-v1/packages/vitos-ghost/etc/nftables.d/vitos-ghost.nft
dlitz_config-dlitz-wwanhub-client__wwan-filter.nft.nft	dlitz/config-dlitz-wwanhub-client	wwan-filter.nft	https://github.com/dlitz/config-dlitz-wwanhub-client/blob/HEAD/wwan-filter.nft
nottoBD_mininet-secops__protections_network_port_scan_r1_port_scan_protection.nft.nft	nottoBD/mininet-secops	protections/network_port_scan/r1_port_scan_protection.nft	https://github.com/nottoBD/mininet-secops/blob/HEAD/protections/network_port_scan/r1_port_scan_protection.nft
Superman08091992_ARKlinux__nftables_arklinux.nft.nft	Superman08091992/ARKlinux	nftables/arklinux.nft	https://github.com/Superman08091992/ARKlinux/blob/HEAD/nftables/arklinux.nft
arch-yunus_Firewall-Fundamentals-Lab__lab_nftables_rules.nft.nft	arch-yunus/Firewall-Fundamentals-Lab	lab/nftables/rules.nft	https://github.com/arch-yunus/Firewall-Fundamentals-Lab/blob/HEAD/lab/nftables/rules.nft
sio_homelab__nftables_vpn_edge_main.nft.nft	sio/homelab	nftables/vpn_edge/main.nft	https://github.com/sio/homelab/blob/HEAD/nftables/vpn_edge/main.nft
rotkonetworks_networking__backup_nftables_bkk08.nft.nft	rotkonetworks/networking	backup/nftables/bkk08.nft	https://github.com/rotkonetworks/networking/blob/HEAD/backup/nftables/bkk08.nft
progmaticltd_homebox__roles_firewall_templates_rules_00-init.nft.nft	progmaticltd/homebox	roles/firewall/templates/rules/00-init.nft	https://github.com/progmaticltd/homebox/blob/HEAD/roles/firewall/templates/rules/00-init.nft
Cheaussette_networkSecurityProject__nftrules_r1Rules.nft.nft	Cheaussette/networkSecurityProject	nftrules/r1Rules.nft	https://github.com/Cheaussette/networkSecurityProject/blob/HEAD/nftrules/r1Rules.nft
gregdel_netd__base.nft.nft	gregdel/netd	base.nft	https://github.com/gregdel/netd/blob/HEAD/base.nft
SadraKhorami_ShitM-Guard__infra_nftables_entry.nft.nft	SadraKhorami/ShitM-Guard	infra/nftables/entry.nft	https://github.com/SadraKhorami/ShitM-Guard/blob/HEAD/infra/nftables/entry.nft
kennyballou_cfg.nix__services_nftables-rules.nft.nft	kennyballou/cfg.nix	services/nftables-rules.nft	https://github.com/kennyballou/cfg.nix/blob/HEAD/services/nftables-rules.nft
161sam_Pentest-Home-Lab-SBCs__wireless-core_etc_nftables_lab_00-base.nft.nft	161sam/Pentest-Home-Lab-SBCs	wireless-core/etc/nftables/lab/00-base.nft	https://github.com/161sam/Pentest-Home-Lab-SBCs/blob/HEAD/wireless-core/etc/nftables/lab/00-base.nft
willcode4jobs_vpn-pi__archive_phase2-vpn-exit-node_configs_nftables_baseline.nft.nft	willcode4jobs/vpn-pi	archive/phase2-vpn-exit-node/configs/nftables/baseline.nft	https://github.com/willcode4jobs/vpn-pi/blob/HEAD/archive/phase2-vpn-exit-node/configs/nftables/baseline.nft
omkarrajmane_auto-network-policy__autonetworkpolicy_results_experiments_v4_after_greedy_100x100_20260319_233208_input_exp_080.nft.nft	omkarrajmane/auto-network-policy	autonetworkpolicy/results/experiments/v4_after_greedy_100x100_20260319_233208/input_exp_080.nft	https://github.com/omkarrajmane/auto-network-policy/blob/HEAD/autonetworkpolicy/results/experiments/v4_after_greedy_100x100_20260319_233208/input_exp_080.nft
yangr0_server-configs__ruleset.nft.nft	yangr0/server-configs	ruleset.nft	https://github.com/yangr0/server-configs/blob/HEAD/ruleset.nft
C24Be_AS_Network_List__blacklists_nftables_blacklist-vk-v4.nft.nft	C24Be/AS_Network_List	blacklists_nftables/blacklist-vk-v4.nft	https://github.com/C24Be/AS_Network_List/blob/HEAD/blacklists_nftables/blacklist-vk-v4.nft
01rabbit_Azazel-Gadget__nftables_first_minute.nft.nft	01rabbit/Azazel-Gadget	nftables/first_minute.nft	https://github.com/01rabbit/Azazel-Gadget/blob/HEAD/nftables/first_minute.nft
HITOSTeam_OS_Workspace__ext4-fs-packer_extra_rootfs_usr_share_nftables_inet-filter.nft.nft	HITOSTeam/OS_Workspace	ext4-fs-packer/extra/rootfs/usr/share/nftables/inet-filter.nft	https://github.com/HITOSTeam/OS_Workspace/blob/HEAD/ext4-fs-packer/extra/rootfs/usr/share/nftables/inet-filter.nft
sio_gitlab-runners-fleet__build_template_gateway_firewall.nft.nft	sio/gitlab-runners-fleet	build/template/gateway/firewall.nft	https://github.com/sio/gitlab-runners-fleet/blob/HEAD/build/template/gateway/firewall.nft
omkarrajmane_auto-network-policy__autonetworkpolicy_results_baselines_random_reorder_mixed_protocol_400_optimized.nft.nft	omkarrajmane/auto-network-policy	autonetworkpolicy/results/baselines/random_reorder_mixed_protocol_400_optimized.nft	https://github.com/omkarrajmane/auto-network-policy/blob/HEAD/autonetworkpolicy/results/baselines/random_reorder_mixed_protocol_400_optimized.nft
radium226_vpn-passthrough__app_packages_server_src_radium226_vpn_passthrough_server_internet.nft.nft	radium226/vpn-passthrough	app/packages/server/src/radium226/vpn_passthrough/server/internet.nft	https://github.com/radium226/vpn-passthrough/blob/HEAD/app/packages/server/src/radium226/vpn_passthrough/server/internet.nft
lunapageofspace_homelab-ansible__playbooks_templates_nftables_main.nft.nft	lunapageofspace/homelab-ansible	playbooks/templates/nftables/main.nft	https://github.com/lunapageofspace/homelab-ansible/blob/HEAD/playbooks/templates/nftables/main.nft
BasisResearch_certified-firewall-experiment__kernel_examples_dnat.nft.nft	BasisResearch/certified-firewall-experiment	kernel/examples/dnat.nft	https://github.com/BasisResearch/certified-firewall-experiment/blob/HEAD/kernel/examples/dnat.nft
beep-projects_SystaPi__helpers_enable_stouch.nft.nft	beep-projects/SystaPi	helpers/enable_stouch.nft	https://github.com/beep-projects/SystaPi/blob/HEAD/helpers/enable_stouch.nft
greenpau_cni-plugins__assets_nftables_worker_config.nft.nft	greenpau/cni-plugins	assets/nftables/worker_config.nft	https://github.com/greenpau/cni-plugins/blob/HEAD/assets/nftables/worker_config.nft
o7-machinehum_flipper-blackhat-os__rootfs_overlay_etc_ep-rules.nft.nft	o7-machinehum/flipper-blackhat-os	rootfs_overlay/etc/ep-rules.nft	https://github.com/o7-machinehum/flipper-blackhat-os/blob/HEAD/rootfs_overlay/etc/ep-rules.nft
openSUSE_heroes-salt__salt_files_nftables_avalon_base_nat_prerouting.nft.nft	openSUSE/heroes-salt	salt/files/nftables/avalon/base_nat/prerouting.nft	https://github.com/openSUSE/heroes-salt/blob/HEAD/salt/files/nftables/avalon/base_nat/prerouting.nft
rhit-schielaj_netsec_project__volumes_firewall.nft.nft	rhit-schielaj/netsec_project	volumes/firewall.nft	https://github.com/rhit-schielaj/netsec_project/blob/HEAD/volumes/firewall.nft
ShayanSalehi81_DataNetworkSecurity__Homework_4_Code_ucp_rules.nft.nft	ShayanSalehi81/DataNetworkSecurity	Homework 4/Code/ucp_rules.nft	https://github.com/ShayanSalehi81/DataNetworkSecurity/blob/HEAD/Homework 4/Code/ucp_rules.nft
usenocturne_nocturne-connector__resources_config_nftables.nft.nft	usenocturne/nocturne-connector	resources/config/nftables.nft	https://github.com/usenocturne/nocturne-connector/blob/HEAD/resources/config/nftables.nft
yinbaiyuan_houzzkit-f1-opensource__houzzkit-f1-rootfs-u2404_ubuntu-rootfs_usr_share_doc_nftables_examples_nat.nft.nft	yinbaiyuan/houzzkit-f1-opensource	houzzkit-f1-rootfs-u2404/ubuntu-rootfs/usr/share/doc/nftables/examples/nat.nft	https://github.com/yinbaiyuan/houzzkit-f1-opensource/blob/HEAD/houzzkit-f1-rootfs-u2404/ubuntu-rootfs/usr/share/doc/nftables/examples/nat.nft
technologiestiftung_kiezbox-openwrt-feed__kb-extra-app_files_opt_kb-script_portal_rules.nft.nft	technologiestiftung/kiezbox-openwrt-feed	kb-extra-app/files/opt/kb-script/portal_rules.nft	https://github.com/technologiestiftung/kiezbox-openwrt-feed/blob/HEAD/kb-extra-app/files/opt/kb-script/portal_rules.nft
sophos_spl-netfilter-public__nftables_files_examples_load_balancing.nft.nft	sophos/spl-netfilter-public	nftables/files/examples/load_balancing.nft	https://github.com/sophos/spl-netfilter-public/blob/HEAD/nftables/files/examples/load_balancing.nft
mattbucci_agent-sandbox__network_nftables_vm-rules.nft.nft	mattbucci/agent-sandbox	network/nftables/vm-rules.nft	https://github.com/mattbucci/agent-sandbox/blob/HEAD/network/nftables/vm-rules.nft
Ziumper_Netfilter__fw.nft.nft	Ziumper/Netfilter	fw.nft	https://github.com/Ziumper/Netfilter/blob/HEAD/fw.nft
opennet-initiative_firmware__opennet_packages_on-usergw_files_usr_share_nftables.d_ruleset-post_on_usergw.nft.nft	opennet-initiative/firmware	opennet/packages/on-usergw/files/usr/share/nftables.d/ruleset-post/on_usergw.nft	https://github.com/opennet-initiative/firmware/blob/HEAD/opennet/packages/on-usergw/files/usr/share/nftables.d/ruleset-post/on_usergw.nft
yad-tahir_dotfiles__firewall_vault_main.nft.nft	yad-tahir/dotfiles	firewall/vault/main.nft	https://github.com/yad-tahir/dotfiles/blob/HEAD/firewall/vault/main.nft
greg2010_wireguard-gateway-operator__k8s_charts_wireguard-gateway-operator_files_gateway.nft.nft	greg2010/wireguard-gateway-operator	k8s/charts/wireguard-gateway-operator/files/gateway.nft	https://github.com/greg2010/wireguard-gateway-operator/blob/HEAD/k8s/charts/wireguard-gateway-operator/files/gateway.nft
dimbor-ru_network-scripts__etc_network_ruleset.nft.nft	dimbor-ru/network-scripts	etc/network/ruleset.nft	https://github.com/dimbor-ru/network-scripts/blob/HEAD/etc/network/ruleset.nft
